YEAR,VEHICLE_TYPE,BRAND,VEHICLE_COUNT,AGE_GROUP,AGE,RTO_REGISTRATION_YEAR
2003,TWO WHEELER,Yamaha,83328, 13-14,13,1990
2003,TWO WHEELER,Bajaj,114576, 13-14,13,1990
2003,TWO WHEELER,Suzuki,83328, 13-14,13,1990
2003,TWO WHEELER,Royal Enfield,10416, 13-14,13,1990
2003,TWO WHEELER,TVS,98952, 13-14,13,1990
2003,OTHERS,JCB,10361, 13-14,13,1990
2003,OTHERS,L&T,3700, 13-14,13,1990
2003,OTHERS,John Deere,2775, 13-14,13,1990
2003,OTHERS,SONALIKA,2960, 13-14,13,1990
2003,OTHERS,ESCORTS,3700, 13-14,13,1990
2003,OTHERS,HITACHI,1850, 13-14,13,1990
2003,OTHERS,KOMASTU,2220, 13-14,13,1990
2003,OTHERS,XCBG,2960, 13-14,13,1990
2003,OTHERS,CATERPILLAR,1850, 13-14,13,1990
2003,OTHERS,VOLVO,4810, 13-14,13,1990
2004,TRUCK,SCANIA,1245, 0-1,0,2004
2004,TRUCK,MAN,4981, 0-1,0,2004
2004,TRUCK,Tata,6227, 0-1,0,2004
2004,TRUCK,Ashok Leyland,4981, 0-1,0,2004
2004,TRUCK,VOLVO,5604, 0-1,0,2004
2004,TRUCK,MAZ,8095, 0-1,0,2004
2004,TRUCK,Asia MotorWorks (AMW),7472, 0-1,0,2004
2004,TRUCK,PACCAR,622, 0-1,0,2004
2004,TRUCK,Force Motors,4981, 0-1,0,2004
2004,TRUCK,BharatBenz,3736, 0-1,0,2004
2004,TRUCK,Hindustan Motors,8718, 0-1,0,2004
2004,TRUCK,Mercedes-Benz,3113, 0-1,0,2004
2004,FOUR WHEELER,Ford ,19942, 0-1,0,2004
2004,FOUR WHEELER,Tata,12819, 0-1,0,2004
2004,FOUR WHEELER,Maruti Suzuki,18517, 0-1,0,2004
2004,FOUR WHEELER,Hyundai,9971, 0-1,0,2004
2004,FOUR WHEELER,General Motors,1424, 0-1,0,2004
2004,FOUR WHEELER,Mahindra,27064, 0-1,0,2004
2004,FOUR WHEELER,"Hero MotoCorp
",17093, 0-1,0,2004
2004,FOUR WHEELER,VOLVO,15668, 0-1,0,2004
2004,FOUR WHEELER,Force Motors,7122, 0-1,0,2004
2004,FOUR WHEELER,ISUZU,18517, 0-1,0,2004
2004,BUSE,Tata,437, 0-1,0,2004
2004,BUSE,Ashok Leyland,1748, 0-1,0,2004
2004,BUSE,SCANIA,2185, 0-1,0,2004
2004,BUSE,VOLVO,1748, 0-1,0,2004
2004,BUSE,Asia MotorWorks (AMW),1966, 0-1,0,2004
2004,BUSE,BharatBenz,2840, 0-1,0,2004
2004,BUSE,Mercedes-Benz,2622, 0-1,0,2004
2004,BUSE,EICHER MOTOR,218, 0-1,0,2004
2004,BUSE,JCBL,1748, 0-1,0,2004
2004,BUSE,FOTON,1311, 0-1,0,2004
2004,BUSE,ISUZU,3059, 0-1,0,2004
2004,BUSE,BYD,1092, 0-1,0,2004
2004,TWO WHEELER,Hero Honda,80241, 0-1,0,2004
2004,TWO WHEELER,Yamaha,124010, 0-1,0,2004
2004,TWO WHEELER,Bajaj,167778, 0-1,0,2004
2004,TWO WHEELER,Suzuki,211547, 0-1,0,2004
2004,TWO WHEELER,Royal Enfield,51063, 0-1,0,2004
2004,TWO WHEELER,TVS,109420, 0-1,0,2004
2004,OTHERS,JCB,13700, 0-1,0,2004
2004,OTHERS,L&T,4981, 0-1,0,2004
2004,OTHERS,John Deere,6227, 0-1,0,2004
2004,OTHERS,SONALIKA,4981, 0-1,0,2004
2004,OTHERS,ESCORTS,5604, 0-1,0,2004
2004,OTHERS,HITACHI,8095, 0-1,0,2004
2004,OTHERS,KOMASTU,7472, 0-1,0,2004
2004,OTHERS,XCBG,622, 0-1,0,2004
2004,OTHERS,CATERPILLAR,4981, 0-1,0,2004
2004,OTHERS,VOLVO,3736, 0-1,0,2004
2004,TRUCK,SCANIA,5270, 1-2,1,2003
2004,TRUCK,MAN,1317, 1-2,1,2003
2004,TRUCK,Tata,3952, 1-2,1,2003
2004,TRUCK,Ashok Leyland,6588, 1-2,1,2003
2004,TRUCK,VOLVO,3952, 1-2,1,2003
2004,TRUCK,MAZ,8564, 1-2,1,2003
2004,TRUCK,Asia MotorWorks (AMW),7905, 1-2,1,2003
2004,TRUCK,PACCAR,1976, 1-2,1,2003
2004,TRUCK,Force Motors,4611, 1-2,1,2003
2004,TRUCK,BharatBenz,9882, 1-2,1,2003
2004,TRUCK,Hindustan Motors,3294, 1-2,1,2003
2004,TRUCK,Mercedes-Benz,6588, 1-2,1,2003
2004,FOUR WHEELER,Ford ,20632, 1-2,1,2003
2004,FOUR WHEELER,Tata,8842, 1-2,1,2003
2004,FOUR WHEELER,Maruti Suzuki,13263, 1-2,1,2003
2004,FOUR WHEELER,Hyundai,11790, 1-2,1,2003
2004,FOUR WHEELER,General Motors,14737, 1-2,1,2003
2004,FOUR WHEELER,Mahindra,13263, 1-2,1,2003
2004,FOUR WHEELER,"Hero MotoCorp
",13263, 1-2,1,2003
2004,FOUR WHEELER,VOLVO,16211, 1-2,1,2003
2004,FOUR WHEELER,Force Motors,33896, 1-2,1,2003
2004,FOUR WHEELER,ISUZU,1473, 1-2,1,2003
2004,BUSE,Tata,1733, 1-2,1,2003
2004,BUSE,Ashok Leyland,433, 1-2,1,2003
2004,BUSE,SCANIA,1299, 1-2,1,2003
2004,BUSE,VOLVO,2166, 1-2,1,2003
2004,BUSE,Asia MotorWorks (AMW),1299, 1-2,1,2003
2004,BUSE,BharatBenz,2816, 1-2,1,2003
2004,BUSE,Mercedes-Benz,2599, 1-2,1,2003
2004,BUSE,EICHER MOTOR,649, 1-2,1,2003
2004,BUSE,JCBL,1516, 1-2,1,2003
2004,BUSE,FOTON,3249, 1-2,1,2003
2004,BUSE,ISUZU,1083, 1-2,1,2003
2004,BUSE,BYD,2166, 1-2,1,2003
2004,TWO WHEELER,Hero Honda,169052, 1-2,1,2003
2004,TWO WHEELER,Yamaha,76842, 1-2,1,2003
2004,TWO WHEELER,Bajaj,115263, 1-2,1,2003
2004,TWO WHEELER,Suzuki,122947, 1-2,1,2003
2004,TWO WHEELER,Royal Enfield,38421, 1-2,1,2003
2004,TWO WHEELER,TVS,115263, 1-2,1,2003
2004,OTHERS,JCB,9223, 1-2,1,2003
2004,OTHERS,L&T,1317, 1-2,1,2003
2004,OTHERS,John Deere,3952, 1-2,1,2003
2004,OTHERS,SONALIKA,6588, 1-2,1,2003
2004,OTHERS,ESCORTS,3952, 1-2,1,2003
2004,OTHERS,HITACHI,8564, 1-2,1,2003
2004,OTHERS,KOMASTU,7905, 1-2,1,2003
2004,OTHERS,XCBG,1976, 1-2,1,2003
2004,OTHERS,CATERPILLAR,4611, 1-2,1,2003
2004,OTHERS,VOLVO,9882, 1-2,1,2003
2004,TRUCK,SCANIA,1155, 2-3,2,2002
2004,TRUCK,MAN,8664, 2-3,2,2002
2004,TRUCK,Tata,4043, 2-3,2,2002
2004,TRUCK,Ashok Leyland,1155, 2-3,2,2002
2004,TRUCK,VOLVO,2310, 2-3,2,2002
2004,TRUCK,MAZ,1155, 2-3,2,2002
2004,TRUCK,Asia MotorWorks (AMW),6353, 2-3,2,2002
2004,TRUCK,PACCAR,2310, 2-3,2,2002
2004,TRUCK,Force Motors,2888, 2-3,2,2002
2004,TRUCK,BharatBenz,6353, 2-3,2,2002
2004,TRUCK,Hindustan Motors,2310, 2-3,2,2002
2004,TRUCK,Mercedes-Benz,2310, 2-3,2,2002
2004,FOUR WHEELER,Ford ,17318, 2-3,2,2002
2004,FOUR WHEELER,Tata,19982, 2-3,2,2002
2004,FOUR WHEELER,Maruti Suzuki,2664, 2-3,2,2002
2004,FOUR WHEELER,Hyundai,18650, 2-3,2,2002
2004,FOUR WHEELER,General Motors,14653, 2-3,2,2002
2004,FOUR WHEELER,Mahindra,14653, 2-3,2,2002
2004,FOUR WHEELER,"Hero MotoCorp
",7993, 2-3,2,2002
2004,FOUR WHEELER,VOLVO,9325, 2-3,2,2002
2004,FOUR WHEELER,Force Motors,31972, 2-3,2,2002
2004,FOUR WHEELER,ISUZU,10657, 2-3,2,2002
2004,BUSE,Tata,366, 2-3,2,2002
2004,BUSE,Ashok Leyland,2746, 2-3,2,2002
2004,BUSE,SCANIA,1281, 2-3,2,2002
2004,BUSE,VOLVO,366, 2-3,2,2002
2004,BUSE,Asia MotorWorks (AMW),732, 2-3,2,2002
2004,BUSE,BharatBenz,366, 2-3,2,2002
2004,BUSE,Mercedes-Benz,2014, 2-3,2,2002
2004,BUSE,EICHER MOTOR,732, 2-3,2,2002
2004,BUSE,JCBL,915, 2-3,2,2002
2004,BUSE,FOTON,2014, 2-3,2,2002
2004,BUSE,ISUZU,732, 2-3,2,2002
2004,BUSE,BYD,732, 2-3,2,2002
2004,TWO WHEELER,Hero Honda,139050, 2-3,2,2002
2004,TWO WHEELER,Yamaha,118193, 2-3,2,2002
2004,TWO WHEELER,Bajaj,90383, 2-3,2,2002
2004,TWO WHEELER,Suzuki,208576, 2-3,2,2002
2004,TWO WHEELER,Royal Enfield,34762, 2-3,2,2002
2004,TWO WHEELER,TVS,90383, 2-3,2,2002
2004,OTHERS,JCB,12129, 2-3,2,2002
2004,OTHERS,L&T,8664, 2-3,2,2002
2004,OTHERS,John Deere,4043, 2-3,2,2002
2004,OTHERS,SONALIKA,1155, 2-3,2,2002
2004,OTHERS,ESCORTS,2310, 2-3,2,2002
2004,OTHERS,HITACHI,1155, 2-3,2,2002
2004,OTHERS,KOMASTU,6353, 2-3,2,2002
2004,OTHERS,XCBG,2310, 2-3,2,2002
2004,OTHERS,CATERPILLAR,2888, 2-3,2,2002
2004,OTHERS,VOLVO,6353, 2-3,2,2002
2004,TRUCK,SCANIA,7718, 3-4,3,2001
2004,TRUCK,MAN,5513, 3-4,3,2001
2004,TRUCK,Tata,6064, 3-4,3,2001
2004,TRUCK,Ashok Leyland,7166, 3-4,3,2001
2004,TRUCK,VOLVO,551, 3-4,3,2001
2004,TRUCK,MAZ,5513, 3-4,3,2001
2004,TRUCK,Asia MotorWorks (AMW),1102, 3-4,3,2001
2004,TRUCK,PACCAR,6615, 3-4,3,2001
2004,TRUCK,Force Motors,3307, 3-4,3,2001
2004,TRUCK,BharatBenz,7718, 3-4,3,2001
2004,TRUCK,Hindustan Motors,3307, 3-4,3,2001
2004,TRUCK,Mercedes-Benz,8269, 3-4,3,2001
2004,FOUR WHEELER,Ford ,20583, 3-4,3,2001
2004,FOUR WHEELER,Tata,15437, 3-4,3,2001
2004,FOUR WHEELER,Maruti Suzuki,11578, 3-4,3,2001
2004,FOUR WHEELER,Hyundai,19296, 3-4,3,2001
2004,FOUR WHEELER,General Motors,11578, 3-4,3,2001
2004,FOUR WHEELER,Mahindra,10291, 3-4,3,2001
2004,FOUR WHEELER,"Hero MotoCorp
",10291, 3-4,3,2001
2004,FOUR WHEELER,VOLVO,6432, 3-4,3,2001
2004,FOUR WHEELER,Force Motors,11578, 3-4,3,2001
2004,FOUR WHEELER,ISUZU,12864, 3-4,3,2001
2004,BUSE,Tata,2581, 3-4,3,2001
2004,BUSE,Ashok Leyland,1843, 3-4,3,2001
2004,BUSE,SCANIA,2028, 3-4,3,2001
2004,BUSE,VOLVO,2396, 3-4,3,2001
2004,BUSE,Asia MotorWorks (AMW),184, 3-4,3,2001
2004,BUSE,BharatBenz,1843, 3-4,3,2001
2004,BUSE,Mercedes-Benz,368, 3-4,3,2001
2004,BUSE,EICHER MOTOR,2212, 3-4,3,2001
2004,BUSE,JCBL,1106, 3-4,3,2001
2004,BUSE,FOTON,2581, 3-4,3,2001
2004,BUSE,ISUZU,1106, 3-4,3,2001
2004,BUSE,BYD,2765, 3-4,3,2001
2004,TWO WHEELER,Hero Honda,152975, 3-4,3,2001
2004,TWO WHEELER,Yamaha,76487, 3-4,3,2001
2004,TWO WHEELER,Bajaj,83440, 3-4,3,2001
2004,TWO WHEELER,Suzuki,152975, 3-4,3,2001
2004,TWO WHEELER,Royal Enfield,55627, 3-4,3,2001
2004,TWO WHEELER,TVS,97347, 3-4,3,2001
2004,OTHERS,JCB,12128, 3-4,3,2001
2004,OTHERS,L&T,5513, 3-4,3,2001
2004,OTHERS,John Deere,6064, 3-4,3,2001
2004,OTHERS,SONALIKA,7166, 3-4,3,2001
2004,OTHERS,ESCORTS,551, 3-4,3,2001
2004,OTHERS,HITACHI,5513, 3-4,3,2001
2004,OTHERS,KOMASTU,1102, 3-4,3,2001
2004,OTHERS,XCBG,6615, 3-4,3,2001
2004,OTHERS,CATERPILLAR,3307, 3-4,3,2001
2004,OTHERS,VOLVO,7718, 3-4,3,2001
2004,TRUCK,SCANIA,3208, 4-5,4,2000
2004,TRUCK,MAN,7486, 4-5,4,2000
2004,TRUCK,Tata,8021, 4-5,4,2000
2004,TRUCK,Ashok Leyland,2673, 4-5,4,2000
2004,TRUCK,VOLVO,1069, 4-5,4,2000
2004,TRUCK,MAZ,4277, 4-5,4,2000
2004,TRUCK,Asia MotorWorks (AMW),5882, 4-5,4,2000
2004,TRUCK,PACCAR,2673, 4-5,4,2000
2004,TRUCK,Force Motors,534, 4-5,4,2000
2004,TRUCK,BharatBenz,4812, 4-5,4,2000
2004,TRUCK,Hindustan Motors,3208, 4-5,4,2000
2004,TRUCK,Mercedes-Benz,5882, 4-5,4,2000
2004,FOUR WHEELER,Ford ,7640, 4-5,4,2000
2004,FOUR WHEELER,Tata,5093, 4-5,4,2000
2004,FOUR WHEELER,Maruti Suzuki,15280, 4-5,4,2000
2004,FOUR WHEELER,Hyundai,6366, 4-5,4,2000
2004,FOUR WHEELER,General Motors,11460, 4-5,4,2000
2004,FOUR WHEELER,Mahindra,14007, 4-5,4,2000
2004,FOUR WHEELER,"Hero MotoCorp
",1273, 4-5,4,2000
2004,FOUR WHEELER,VOLVO,8913, 4-5,4,2000
2004,FOUR WHEELER,Force Motors,31834, 4-5,4,2000
2004,FOUR WHEELER,ISUZU,25467, 4-5,4,2000
2004,BUSE,Tata,1055, 4-5,4,2000
2004,BUSE,Ashok Leyland,2463, 4-5,4,2000
2004,BUSE,SCANIA,2639, 4-5,4,2000
2004,BUSE,VOLVO,879, 4-5,4,2000
2004,BUSE,Asia MotorWorks (AMW),351, 4-5,4,2000
2004,BUSE,BharatBenz,1407, 4-5,4,2000
2004,BUSE,Mercedes-Benz,1935, 4-5,4,2000
2004,BUSE,EICHER MOTOR,879, 4-5,4,2000
2004,BUSE,JCBL,175, 4-5,4,2000
2004,BUSE,FOTON,1583, 4-5,4,2000
2004,BUSE,ISUZU,1055, 4-5,4,2000
2004,BUSE,BYD,1935, 4-5,4,2000
2004,TWO WHEELER,Hero Honda,184071, 4-5,4,2000
2004,TWO WHEELER,Yamaha,170436, 4-5,4,2000
2004,TWO WHEELER,Bajaj,143166, 4-5,4,2000
2004,TWO WHEELER,Suzuki,156801, 4-5,4,2000
2004,TWO WHEELER,Royal Enfield,47722, 4-5,4,2000
2004,TWO WHEELER,TVS,115896, 4-5,4,2000
2004,OTHERS,JCB,7486, 4-5,4,2000
2004,OTHERS,L&T,7486, 4-5,4,2000
2004,OTHERS,John Deere,8021, 4-5,4,2000
2004,OTHERS,SONALIKA,2673, 4-5,4,2000
2004,OTHERS,ESCORTS,1069, 4-5,4,2000
2004,OTHERS,HITACHI,4277, 4-5,4,2000
2004,OTHERS,KOMASTU,5882, 4-5,4,2000
2004,OTHERS,XCBG,2673, 4-5,4,2000
2004,OTHERS,CATERPILLAR,534, 4-5,4,2000
2004,OTHERS,VOLVO,4812, 4-5,4,2000
2004,TRUCK,SCANIA,7190, 5-6,5,1999
2004,TRUCK,MAN,2765, 5-6,5,1999
2004,TRUCK,Tata,4978, 5-6,5,1999
2004,TRUCK,Ashok Leyland,2765, 5-6,5,1999
2004,TRUCK,VOLVO,8296, 5-6,5,1999
2004,TRUCK,MAZ,4978, 5-6,5,1999
2004,TRUCK,Asia MotorWorks (AMW),1106, 5-6,5,1999
2004,TRUCK,PACCAR,8296, 5-6,5,1999
2004,TRUCK,Force Motors,5531, 5-6,5,1999
2004,TRUCK,BharatBenz,7743, 5-6,5,1999
2004,TRUCK,Hindustan Motors,8296, 5-6,5,1999
2004,TRUCK,Mercedes-Benz,4978, 5-6,5,1999
2004,FOUR WHEELER,Ford ,21637, 5-6,5,1999
2004,FOUR WHEELER,Tata,6364, 5-6,5,1999
2004,FOUR WHEELER,Maruti Suzuki,7636, 5-6,5,1999
2004,FOUR WHEELER,Hyundai,5091, 5-6,5,1999
2004,FOUR WHEELER,General Motors,2545, 5-6,5,1999
2004,FOUR WHEELER,Mahindra,10182, 5-6,5,1999
2004,FOUR WHEELER,"Hero MotoCorp
",16546, 5-6,5,1999
2004,FOUR WHEELER,VOLVO,15273, 5-6,5,1999
2004,FOUR WHEELER,Force Motors,30547, 5-6,5,1999
2004,FOUR WHEELER,ISUZU,11455, 5-6,5,1999
2004,BUSE,Tata,2507, 5-6,5,1999
2004,BUSE,Ashok Leyland,964, 5-6,5,1999
2004,BUSE,SCANIA,1736, 5-6,5,1999
2004,BUSE,VOLVO,964, 5-6,5,1999
2004,BUSE,Asia MotorWorks (AMW),2893, 5-6,5,1999
2004,BUSE,BharatBenz,1736, 5-6,5,1999
2004,BUSE,Mercedes-Benz,385, 5-6,5,1999
2004,BUSE,EICHER MOTOR,2893, 5-6,5,1999
2004,BUSE,JCBL,1928, 5-6,5,1999
2004,BUSE,FOTON,2700, 5-6,5,1999
2004,BUSE,ISUZU,2893, 5-6,5,1999
2004,BUSE,BYD,1736, 5-6,5,1999
2004,TWO WHEELER,Hero Honda,140090, 5-6,5,1999
2004,TWO WHEELER,Yamaha,93393, 5-6,5,1999
2004,TWO WHEELER,Bajaj,186787, 5-6,5,1999
2004,TWO WHEELER,Suzuki,146761, 5-6,5,1999
2004,TWO WHEELER,Royal Enfield,53367, 5-6,5,1999
2004,TWO WHEELER,TVS,106735, 5-6,5,1999
2004,OTHERS,JCB,9403, 5-6,5,1999
2004,OTHERS,L&T,2765, 5-6,5,1999
2004,OTHERS,John Deere,4978, 5-6,5,1999
2004,OTHERS,SONALIKA,2765, 5-6,5,1999
2004,OTHERS,ESCORTS,8296, 5-6,5,1999
2004,OTHERS,HITACHI,4978, 5-6,5,1999
2004,OTHERS,KOMASTU,1106, 5-6,5,1999
2004,OTHERS,XCBG,8296, 5-6,5,1999
2004,OTHERS,CATERPILLAR,5531, 5-6,5,1999
2004,OTHERS,VOLVO,7743, 5-6,5,1999
2004,TRUCK,SCANIA,6813, 6-7,6,1998
2004,TRUCK,MAN,7861, 6-7,6,1998
2004,TRUCK,Tata,5765, 6-7,6,1998
2004,TRUCK,Ashok Leyland,2620, 6-7,6,1998
2004,TRUCK,VOLVO,5765, 6-7,6,1998
2004,TRUCK,MAZ,4717, 6-7,6,1998
2004,TRUCK,Asia MotorWorks (AMW),6813, 6-7,6,1998
2004,TRUCK,PACCAR,2096, 6-7,6,1998
2004,TRUCK,Force Motors,3144, 6-7,6,1998
2004,TRUCK,BharatBenz,3668, 6-7,6,1998
2004,TRUCK,Hindustan Motors,4717, 6-7,6,1998
2004,TRUCK,Mercedes-Benz,1048, 6-7,6,1998
2004,FOUR WHEELER,Ford ,17079, 6-7,6,1998
2004,FOUR WHEELER,Tata,2439, 6-7,6,1998
2004,FOUR WHEELER,Maruti Suzuki,14639, 6-7,6,1998
2004,FOUR WHEELER,Hyundai,10979, 6-7,6,1998
2004,FOUR WHEELER,General Motors,14639, 6-7,6,1998
2004,FOUR WHEELER,Mahindra,19519, 6-7,6,1998
2004,FOUR WHEELER,"Hero MotoCorp
",2439, 6-7,6,1998
2004,FOUR WHEELER,VOLVO,15859, 6-7,6,1998
2004,FOUR WHEELER,Force Motors,18299, 6-7,6,1998
2004,FOUR WHEELER,ISUZU,20739, 6-7,6,1998
2004,BUSE,Tata,2291, 6-7,6,1998
2004,BUSE,Ashok Leyland,2643, 6-7,6,1998
2004,BUSE,SCANIA,1938, 6-7,6,1998
2004,BUSE,VOLVO,881, 6-7,6,1998
2004,BUSE,Asia MotorWorks (AMW),1938, 6-7,6,1998
2004,BUSE,BharatBenz,1586, 6-7,6,1998
2004,BUSE,Mercedes-Benz,2291, 6-7,6,1998
2004,BUSE,EICHER MOTOR,704, 6-7,6,1998
2004,BUSE,JCBL,1057, 6-7,6,1998
2004,BUSE,FOTON,1233, 6-7,6,1998
2004,BUSE,ISUZU,1586, 6-7,6,1998
2004,BUSE,BYD,352, 6-7,6,1998
2004,TWO WHEELER,Hero Honda,190088, 6-7,6,1998
2004,TWO WHEELER,Yamaha,171079, 6-7,6,1998
2004,TWO WHEELER,Bajaj,82371, 6-7,6,1998
2004,TWO WHEELER,Suzuki,133062, 6-7,6,1998
2004,TWO WHEELER,Royal Enfield,50690, 6-7,6,1998
2004,TWO WHEELER,TVS,88708, 6-7,6,1998
2004,OTHERS,JCB,11530, 6-7,6,1998
2004,OTHERS,L&T,7861, 6-7,6,1998
2004,OTHERS,John Deere,5765, 6-7,6,1998
2004,OTHERS,SONALIKA,2620, 6-7,6,1998
2004,OTHERS,ESCORTS,5765, 6-7,6,1998
2004,OTHERS,HITACHI,4717, 6-7,6,1998
2004,OTHERS,KOMASTU,6813, 6-7,6,1998
2004,OTHERS,XCBG,2096, 6-7,6,1998
2004,OTHERS,CATERPILLAR,3144, 6-7,6,1998
2004,OTHERS,VOLVO,3668, 6-7,6,1998
2004,TRUCK,SCANIA,4191, 7-8,7,1997
2004,TRUCK,MAN,931, 7-8,7,1997
2004,TRUCK,Tata,6520, 7-8,7,1997
2004,TRUCK,Ashok Leyland,465, 7-8,7,1997
2004,TRUCK,VOLVO,1863, 7-8,7,1997
2004,TRUCK,MAZ,6520, 7-8,7,1997
2004,TRUCK,Asia MotorWorks (AMW),3260, 7-8,7,1997
2004,TRUCK,PACCAR,3260, 7-8,7,1997
2004,TRUCK,Force Motors,4191, 7-8,7,1997
2004,TRUCK,BharatBenz,3260, 7-8,7,1997
2004,TRUCK,Hindustan Motors,6054, 7-8,7,1997
2004,TRUCK,Mercedes-Benz,931, 7-8,7,1997
2004,FOUR WHEELER,Ford ,11031, 7-8,7,1997
2004,FOUR WHEELER,Tata,13238, 7-8,7,1997
2004,FOUR WHEELER,Maruti Suzuki,3309, 7-8,7,1997
2004,FOUR WHEELER,Hyundai,5515, 7-8,7,1997
2004,FOUR WHEELER,General Motors,4412, 7-8,7,1997
2004,FOUR WHEELER,Mahindra,20960, 7-8,7,1997
2004,FOUR WHEELER,"Hero MotoCorp
",7722, 7-8,7,1997
2004,FOUR WHEELER,VOLVO,9928, 7-8,7,1997
2004,FOUR WHEELER,Force Motors,15444, 7-8,7,1997
2004,FOUR WHEELER,ISUZU,18754, 7-8,7,1997
2004,BUSE,Tata,1373, 7-8,7,1997
2004,BUSE,Ashok Leyland,305, 7-8,7,1997
2004,BUSE,SCANIA,2136, 7-8,7,1997
2004,BUSE,VOLVO,152, 7-8,7,1997
2004,BUSE,Asia MotorWorks (AMW),610, 7-8,7,1997
2004,BUSE,BharatBenz,2136, 7-8,7,1997
2004,BUSE,Mercedes-Benz,1068, 7-8,7,1997
2004,BUSE,EICHER MOTOR,1068, 7-8,7,1997
2004,BUSE,JCBL,1373, 7-8,7,1997
2004,BUSE,FOTON,1068, 7-8,7,1997
2004,BUSE,ISUZU,1983, 7-8,7,1997
2004,BUSE,BYD,305, 7-8,7,1997
2004,TWO WHEELER,Hero Honda,114308, 7-8,7,1997
2004,TWO WHEELER,Yamaha,142885, 7-8,7,1997
2004,TWO WHEELER,Bajaj,97162, 7-8,7,1997
2004,TWO WHEELER,Suzuki,171462, 7-8,7,1997
2004,TWO WHEELER,Royal Enfield,34292, 7-8,7,1997
2004,TWO WHEELER,TVS,51438, 7-8,7,1997
2004,OTHERS,JCB,4657, 7-8,7,1997
2004,OTHERS,L&T,931, 7-8,7,1997
2004,OTHERS,John Deere,6520, 7-8,7,1997
2004,OTHERS,SONALIKA,465, 7-8,7,1997
2004,OTHERS,ESCORTS,1863, 7-8,7,1997
2004,OTHERS,HITACHI,6520, 7-8,7,1997
2004,OTHERS,KOMASTU,3260, 7-8,7,1997
2004,OTHERS,XCBG,3260, 7-8,7,1997
2004,OTHERS,CATERPILLAR,4191, 7-8,7,1997
2004,OTHERS,VOLVO,3260, 7-8,7,1997
2004,TRUCK,SCANIA,473, 8-9,8,1996
2004,TRUCK,MAN,6630, 8-9,8,1996
2004,TRUCK,Tata,6630, 8-9,8,1996
2004,TRUCK,Ashok Leyland,4736, 8-9,8,1996
2004,TRUCK,VOLVO,947, 8-9,8,1996
2004,TRUCK,MAZ,3788, 8-9,8,1996
2004,TRUCK,Asia MotorWorks (AMW),6630, 8-9,8,1996
2004,TRUCK,PACCAR,7104, 8-9,8,1996
2004,TRUCK,Force Motors,473, 8-9,8,1996
2004,TRUCK,BharatBenz,5683, 8-9,8,1996
2004,TRUCK,Hindustan Motors,6157, 8-9,8,1996
2004,TRUCK,Mercedes-Benz,1420, 8-9,8,1996
2004,FOUR WHEELER,Ford ,18568, 8-9,8,1996
2004,FOUR WHEELER,Tata,5802, 8-9,8,1996
2004,FOUR WHEELER,Maruti Suzuki,10444, 8-9,8,1996
2004,FOUR WHEELER,Hyundai,17408, 8-9,8,1996
2004,FOUR WHEELER,General Motors,10444, 8-9,8,1996
2004,FOUR WHEELER,Mahindra,18568, 8-9,8,1996
2004,FOUR WHEELER,"Hero MotoCorp
",10444, 8-9,8,1996
2004,FOUR WHEELER,VOLVO,6963, 8-9,8,1996
2004,FOUR WHEELER,Force Motors,18568, 8-9,8,1996
2004,FOUR WHEELER,ISUZU,2321, 8-9,8,1996
2004,BUSE,Tata,158, 8-9,8,1996
2004,BUSE,Ashok Leyland,2212, 8-9,8,1996
2004,BUSE,SCANIA,2212, 8-9,8,1996
2004,BUSE,VOLVO,1580, 8-9,8,1996
2004,BUSE,Asia MotorWorks (AMW),316, 8-9,8,1996
2004,BUSE,BharatBenz,1264, 8-9,8,1996
2004,BUSE,Mercedes-Benz,2212, 8-9,8,1996
2004,BUSE,EICHER MOTOR,2370, 8-9,8,1996
2004,BUSE,JCBL,158, 8-9,8,1996
2004,BUSE,FOTON,1896, 8-9,8,1996
2004,BUSE,ISUZU,2054, 8-9,8,1996
2004,BUSE,BYD,474, 8-9,8,1996
2004,TWO WHEELER,Hero Honda,125012, 8-9,8,1996
2004,TWO WHEELER,Yamaha,107153, 8-9,8,1996
2004,TWO WHEELER,Bajaj,101200, 8-9,8,1996
2004,TWO WHEELER,Suzuki,154777, 8-9,8,1996
2004,TWO WHEELER,Royal Enfield,35717, 8-9,8,1996
2004,TWO WHEELER,TVS,71435, 8-9,8,1996
2004,OTHERS,JCB,11840, 8-9,8,1996
2004,OTHERS,L&T,6630, 8-9,8,1996
2004,OTHERS,John Deere,6630, 8-9,8,1996
2004,OTHERS,SONALIKA,4736, 8-9,8,1996
2004,OTHERS,ESCORTS,947, 8-9,8,1996
2004,OTHERS,HITACHI,3788, 8-9,8,1996
2004,OTHERS,KOMASTU,6630, 8-9,8,1996
2004,OTHERS,XCBG,7104, 8-9,8,1996
2004,OTHERS,CATERPILLAR,473, 8-9,8,1996
2004,OTHERS,VOLVO,5683, 8-9,8,1996
2004,TRUCK,SCANIA,897, 9-10,9,1995
2004,TRUCK,MAN,4489, 9-10,9,1995
2004,TRUCK,Tata,4938, 9-10,9,1995
2004,TRUCK,Ashok Leyland,1795, 9-10,9,1995
2004,TRUCK,VOLVO,4489, 9-10,9,1995
2004,TRUCK,MAZ,4938, 9-10,9,1995
2004,TRUCK,Asia MotorWorks (AMW),1346, 9-10,9,1995
